,Rooms,Floor,TotalFloor,KitchenArea,LivingArea,TotalArea,WaterHeatType,Price,LocNum,OfferType_від власника,OfferType_від посередника,OfferType_від представника господаря (без комісійних),Walls_блочно-кирпичный,Walls_газоблок,Walls_железобетон,Walls_керамзитобетон,Walls_монолитно-каркасный,Walls_монолитно-кирпичный,Walls_монолитный железобетон,Walls_моноліт,Walls_монолітно-блоковий,Walls_панель,Walls_піноблок,Walls_силікатна цегла,Walls_цегла
1635,1.0,7.0,9.0,8.0,19.0,37.0,False,8.987321812850125,5492.200000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1636,3.0,3.0,10.0,11.0,50.0,80.0,False,9.846970109700957,6817.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,1.0,3.0,16.0,13.0,18.0,44.0,True,9.392745258631441,5224.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,2.0,16.0,24.0,11.0,37.0,67.0,False,9.305741456739435,6153.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1639,1.0,10.0,19.0,10.0,17.0,44.0,False,9.15915233520675,7853.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1640,2.0,2.0,8.0,11.0,35.0,60.0,False,9.392745258631441,5956.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1641,2.0,7.0,9.0,10.0,30.0,50.0,False,9.15915233520675,6781.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,3.0,2.0,2.0,9.0,80.0,120.0,False,9.99884318585288,11352.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,3.0,3.0,12.0,9.0,42.0,77.0,False,9.61587214452889,4681.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1644,1.0,5.0,22.0,10.0,22.0,40.0,False,9.179984251961283,4943.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1645,1.0,2.0,4.0,10.0,32.0,46.0,False,8.853808274977197,13036.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1646,1.0,8.0,32.0,10.0,28.0,38.0,False,9.711176264112805,2228.2000000000007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1647,1.0,17.0,25.0,17.0,19.0,47.0,False,9.210440366976517,9340.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1648,1.0,11.0,23.0,8.0,17.0,53.0,False,9.798182590890704,6983.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1649,1.0,2.0,9.0,4.0,13.0,22.0,False,8.79497643168877,3216.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1650,2.0,4.0,9.0,8.0,28.0,50.0,False,9.305741456739435,4066.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1651,1.0,4.0,16.0,9.0,19.0,40.0,False,8.853808274977197,7397.799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1652,1.0,6.0,9.0,8.0,30.0,38.0,False,8.366602832783736,7035.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1653,2.0,9.0,23.0,12.0,35.0,68.0,False,9.648659816955295,5533.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1654,2.0,22.0,24.0,18.0,25.0,58.0,True,9.671870704017296,4754.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,1.0,4.0,9.0,7.0,15.0,30.0,False,9.210440366976517,10712.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1656,1.0,10.0,25.0,15.0,18.0,56.0,False,9.798182590890704,3084.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1657,1.0,1.0,9.0,7.0,28.0,36.0,False,8.987321812850125,5072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1658,3.0,2.0,4.0,10.0,65.0,113.0,False,10.551768111755967,1153.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1659,2.0,3.0,16.0,9.0,35.0,59.0,False,9.392745258631441,7718.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1660,2.0,10.0,25.0,20.0,50.0,87.0,False,9.798182590890704,6090.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1661,3.0,18.0,25.0,19.0,68.0,123.0,False,10.43396873396056,3016.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1662,3.0,4.0,5.0,10.0,65.0,95.0,False,10.146316077166736,1341.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1663,3.0,4.0,5.0,10.0,50.0,72.0,False,10.3469546827773,1981.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1664,2.0,2.0,2.0,9.0,30.0,55.0,False,9.04793908261736,5755.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,2.0,8.0,28.0,36.0,20.0,84.0,False,9.952325334619427,4564.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,2.0,22.0,24.0,18.0,25.0,58.0,False,9.671870704017296,4644.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1667,4.0,26.0,30.0,47.0,82.0,135.0,False,10.596659732783579,4988.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1668,2.0,11.0,23.0,8.0,20.0,53.0,False,9.798182590890704,6983.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1669,2.0,4.0,8.0,8.0,29.0,44.0,False,9.392745258631441,4161.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1670,2.0,5.0,5.0,8.0,35.0,52.0,False,9.392745258631441,2917.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1671,1.0,2.0,4.0,11.0,14.0,31.0,False,8.85366542803745,4561.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1672,2.0,2.0,7.0,45.0,30.0,100.0,False,10.3469546827773,3605.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1673,1.0,3.0,9.0,7.0,18.0,35.0,False,9.392745258631441,3568.0000000000005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1674,3.0,1.0,5.0,8.0,43.0,60.0,False,10.514013704407736,1319.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1675,4.0,4.0,5.0,14.0,85.0,118.0,False,9.433563920090563,7716.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1676,1.0,10.0,23.0,12.0,18.0,45.0,False,8.853808274977197,5976.5999999999985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1677,1.0,2.0,2.0,25.0,15.0,51.0,False,9.105090961257085,6364.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1678,3.0,6.0,16.0,13.0,56.0,93.0,False,9.472781556562168,4163.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679,3.0,9.0,24.0,14.0,75.0,113.0,True,9.90353755128617,6044.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1680,2.0,16.0,26.0,8.0,35.0,56.0,False,9.433563920090563,7388.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1681,2.0,6.0,25.0,14.0,38.0,70.0,False,10.028533041510352,2413.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1682,2.0,5.0,9.0,9.0,34.0,56.0,False,9.15915233520675,7469.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1683,2.0,2.0,9.0,12.0,38.0,67.0,False,9.741027444837728,7419.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1684,2.0,2.0,5.0,8.0,30.0,48.0,False,8.699681400989514,5747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1685,1.0,5.0,10.0,14.0,22.0,55.0,False,9.105090961257085,9157.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,3.0,2.0,8.0,12.0,63.0,130.0,False,10.251676592824563,2360.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1687,2.0,5.0,9.0,6.0,28.0,44.0,False,9.210440366976517,5666.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,2.0,4.0,18.0,9.0,32.0,58.0,False,9.510519035757246,4402.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1689,2.0,3.0,3.0,7.0,30.0,60.0,False,9.741027444837728,1406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1690,1.0,2.0,4.0,11.0,14.0,31.0,False,8.85366542803745,4561.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1691,2.0,5.0,16.0,15.0,30.0,52.0,False,9.210440366976517,6860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1692,1.0,3.0,5.0,12.0,19.0,42.0,False,8.77971129020447,8085.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1693,2.0,7.0,25.0,15.0,20.0,53.0,False,9.642187721358466,5837.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1694,3.0,5.0,14.0,16.0,64.0,112.0,False,9.952325334619427,6785.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1695,3.0,7.0,9.0,9.0,43.0,57.0,False,9.392745258631441,6951.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1696,2.0,9.0,24.0,20.0,19.0,54.0,False,10.146316077166736,6238.000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1697,1.0,3.0,9.0,10.0,17.0,32.0,False,9.558529412264617,2048.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1698,2.0,6.0,24.0,12.0,43.0,77.0,False,9.729193687429403,6386.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1699,1.0,10.0,25.0,16.0,24.0,51.0,False,9.581972891547895,3699.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1700,4.0,3.0,19.0,20.0,70.0,122.0,False,10.596659732783579,4003.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1701,4.0,3.0,19.0,20.0,70.0,122.0,False,10.596659732783579,4003.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1702,3.0,12.0,25.0,17.0,49.0,97.0,False,9.963970987915639,6381.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1703,1.0,12.0,14.0,9.0,18.0,42.0,False,9.04793908261736,3282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,3.0,14.0,14.0,10.0,45.0,70.0,False,9.852246888342531,3903.400000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1705,2.0,10.0,35.0,12.0,26.0,52.0,False,9.711176264112805,6481.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1706,3.0,1.0,9.0,7.0,45.0,63.0,False,9.210440366976517,3337.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1707,2.0,8.0,9.0,7.0,31.0,50.0,False,8.987321812850125,8314.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1708,2.0,4.0,5.0,8.0,32.0,50.0,False,8.987321812850125,3439.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1709,2.0,10.0,11.0,13.0,50.0,70.0,False,9.61587214452889,6508.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1710,2.0,10.0,35.0,26.0,12.0,52.0,False,9.680406499268875,6481.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1711,4.0,10.0,16.0,25.0,80.0,139.0,False,10.43396873396056,3376.4000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1712,1.0,11.0,11.0,9.0,19.0,40.0,True,9.680406499268875,1227.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1713,2.0,15.0,15.0,8.0,28.0,56.0,False,9.105090961257085,7033.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1714,1.0,17.0,25.0,14.0,23.0,48.0,False,9.90353755128617,3123.6000000000013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1715,1.0,10.0,22.0,12.0,22.0,40.0,False,8.853808274977197,10219.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1716,1.0,2.0,14.0,13.0,15.0,39.0,True,9.680406499268875,2762.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1717,2.0,2.0,9.0,7.0,34.0,58.0,True,9.89500164888583,1262.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718,2.0,3.0,9.0,6.0,28.0,45.0,False,9.18512512283512,4028.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1719,2.0,10.0,35.0,26.0,12.0,52.0,False,9.711176264112805,6481.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1720,1.0,5.0,10.0,10.0,17.0,38.0,False,9.105090961257085,8061.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1721,3.0,4.0,6.0,12.0,55.0,87.0,False,10.308985993422082,925.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1722,1.0,25.0,25.0,9.0,17.0,37.0,False,9.392745258631441,6299.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1723,3.0,7.0,12.0,8.0,48.0,68.0,False,9.210440366976517,4944.200000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1724,3.0,4.0,4.0,10.0,50.0,110.0,False,10.085850775128717,1370.8000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1725,2.0,3.0,10.0,10.0,32.0,52.0,False,9.105090961257085,4205.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1726,2.0,5.0,16.0,11.0,33.0,55.0,False,9.04793908261736,8958.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1727,3.0,2.0,2.0,7.0,34.0,62.0,False,9.15915233520675,5703.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1728,2.0,11.0,16.0,9.0,36.0,67.0,False,9.852246888342531,3911.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1729,2.0,10.0,16.0,15.0,43.0,72.0,False,10.308985993422082,2057.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1730,2.0,9.0,17.0,12.0,33.0,63.0,False,9.680406499268875,3945.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1731,3.0,2.0,7.0,7.0,70.0,98.0,False,10.514013704407736,1210.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1732,1.0,12.0,14.0,10.0,18.0,43.0,False,9.036106025364846,3282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1733,1.0,1.0,5.0,5.0,17.0,26.0,False,8.77971129020447,2288.600000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1734,1.0,14.0,24.0,15.0,24.0,56.0,False,9.472781556562168,5082.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1735,2.0,9.0,15.0,12.0,41.0,74.0,False,9.392745258631441,6466.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1736,3.0,3.0,3.0,16.0,66.0,110.0,False,9.820920828879165,2863.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1737,2.0,12.0,24.0,10.0,25.0,60.0,False,9.741027444837728,5082.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1738,2.0,2.0,5.0,35.0,20.0,55.0,False,10.146316077166736,2615.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,2.0,2.0,9.0,8.0,30.0,50.0,False,8.853808274977197,7337.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1740,1.0,15.0,24.0,19.0,19.0,45.0,False,9.472781556562168,5113.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1741,2.0,2.0,10.0,19.0,64.0,91.0,False,10.200364720227393,2029.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1742,1.0,3.0,9.0,14.0,21.0,54.0,False,9.305741456739435,626.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1743,1.0,12.0,24.0,17.8,21.0,52.4,False,9.15915233520675,9349.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1744,2.0,23.0,25.0,15.0,40.0,70.0,False,9.61587214452889,7990.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1745,2.0,3.0,5.0,7.0,30.0,46.0,False,9.210440366976517,5689.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1746,3.0,2.0,14.0,9.0,70.0,85.0,False,9.510519035757246,6789.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1747,1.0,5.0,9.0,8.0,20.0,42.0,False,9.105090961257085,3050.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1748,2.0,13.0,22.0,13.0,36.0,66.0,False,9.04793908261736,10694.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1749,1.0,3.0,9.0,7.0,18.0,32.0,False,8.853808274977197,5364.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1750,1.0,5.0,9.0,7.0,18.0,34.0,False,8.77971129020447,4986.200000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1751,1.0,2.0,25.0,15.0,17.0,37.0,False,9.15915233520675,4355.200000000002,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1752,2.0,9.0,24.0,21.0,54.0,85.0,False,9.689551481972831,5639.799999999997,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1753,2.0,3.0,24.0,17.0,55.0,87.0,False,10.373522431293592,2459.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1754,2.0,1.0,5.0,15.0,40.0,77.0,False,8.987321812850125,6698.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1755,1.0,4.0,9.0,7.0,15.0,30.0,False,9.210440366976517,10712.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1756,3.0,2.0,2.0,8.0,42.0,72.0,False,9.210440366976517,9395.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1757,1.0,6.0,9.0,8.0,19.0,34.0,False,2.0794415416798357,626.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,2.0,2.0,23.0,15.0,55.0,100.0,False,10.043292972227004,4233.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1759,1.0,6.0,25.0,15.0,18.0,48.0,False,9.305741456739435,7133.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1760,4.0,3.0,6.0,8.0,75.0,110.0,False,10.251676592824563,4078.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1761,3.0,2.0,5.0,12.0,69.0,96.0,False,10.12667110305036,1837.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1762,1.0,11.0,24.0,13.0,26.0,56.0,False,9.392745258631441,5987.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1763,1.0,2.0,5.0,8.0,33.0,48.0,False,9.259225769705994,7685.800000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,3.0,5.0,6.0,15.0,50.0,90.0,False,10.203629181337648,5956.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1765,3.0,5.0,25.0,16.0,45.0,86.0,False,9.90353755128617,5111.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1766,2.0,4.0,4.0,8.0,25.0,46.0,False,9.680406499268875,3088.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,2.0,6.0,6.0,11.0,45.0,68.0,False,10.251676592824563,1590.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,1.0,24.0,24.0,14.0,23.0,58.0,False,9.510519035757246,5419.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1769,2.0,3.0,18.0,17.0,34.0,62.0,False,8.699681400989514,2250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,3.0,10.0,16.0,8.0,42.0,72.0,False,9.210440366976517,9045.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1771,3.0,8.0,16.0,12.0,55.0,100.0,False,9.472781556562168,7104.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1772,2.0,3.0,5.0,5.0,24.0,37.0,False,9.15915233520675,2176.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1773,2.0,2.0,20.0,13.0,45.0,90.0,False,9.472781556562168,5406.799999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1774,1.0,5.0,9.0,9.0,18.0,39.0,False,8.699681400989514,9651.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1775,2.0,13.0,22.0,14.0,21.0,60.0,False,10.146316077166736,1565.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1776,1.0,3.0,9.0,8.0,18.0,33.0,False,8.853808274977197,6556.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,1.0,2.0,5.0,7.0,18.0,32.0,False,8.77971129020447,4570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,1.0,12.0,22.0,3.0,22.0,30.0,False,8.853808274977197,9339.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1779,1.0,9.0,9.0,9.0,19.0,39.0,False,8.922791623969637,6950.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1780,2.0,15.0,19.0,10.0,40.0,77.0,False,9.69898173460629,3758.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1781,1.0,2.0,5.0,7.0,17.0,34.0,False,8.77971129020447,4570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1782,1.0,7.0,14.0,16.0,19.0,55.0,False,9.433563920090563,3595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1783,2.0,19.0,22.0,14.0,61.0,65.0,False,9.259225769705994,6529.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1784,1.0,11.0,23.0,14.0,19.0,44.0,False,9.305741456739435,5912.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1785,2.0,8.0,14.0,10.0,14.0,46.0,False,9.496646498248033,5362.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1786,3.0,12.0,12.0,45.0,33.0,93.0,False,10.12667110305036,2128.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1787,2.0,5.0,5.0,9.0,41.0,63.0,False,9.61587214452889,2375.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1788,1.0,15.0,25.0,13.0,18.0,45.0,False,9.546884034617925,5802.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1789,1.0,12.0,25.0,12.0,17.0,40.0,False,9.15915233520675,11753.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1790,3.0,4.0,4.0,6.0,43.0,56.0,False,9.200391041122515,6387.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1791,1.0,18.0,24.0,14.0,30.0,56.0,False,9.392745258631441,6097.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1792,2.0,7.0,17.0,11.0,45.0,62.0,False,9.61587214452889,5954.400000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1793,1.0,15.0,25.0,8.0,17.0,40.0,False,8.987321812850125,6266.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1794,2.0,3.0,16.0,9.0,30.0,55.0,False,8.922791623969637,8611.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1795,1.0,6.0,22.0,12.0,21.0,47.0,False,9.305741456739435,6295.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1796,2.0,9.0,25.0,10.0,18.0,48.0,False,9.798182590890704,4155.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1797,2.0,16.0,25.0,19.0,36.0,67.0,False,10.106469212026385,5450.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1798,2.0,5.0,9.0,10.0,31.0,50.0,False,9.510519035757246,1642.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,1.0,12.0,25.0,12.0,40.0,72.0,False,9.472781556562168,6003.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,1.0,7.0,18.0,15.0,25.0,50.0,False,9.433563920090563,6156.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1801,1.0,3.0,5.0,6.0,17.2,43.0,False,8.77971129020447,3837.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1802,2.0,3.0,14.0,9.0,30.0,55.0,False,9.04793908261736,8958.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1803,1.0,1.0,5.0,7.0,16.0,30.0,False,8.517393171418904,10729.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1804,1.0,16.0,25.0,15.0,20.0,38.0,False,9.392745258631441,6255.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,1.0,10.0,25.0,16.0,25.0,51.0,False,9.61587214452889,3699.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1806,3.0,9.0,25.0,49.0,80.0,118.0,False,10.514013704407736,4464.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1807,1.0,1.0,1.0,9.0,18.0,36.0,False,8.699681400989514,7476.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1808,1.0,4.0,5.0,7.0,15.0,33.0,False,8.922791623969637,7677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1809,2.0,5.0,9.0,8.0,35.0,55.0,False,8.699681400989514,7796.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,2.0,15.0,22.0,12.0,36.0,65.0,False,9.392745258631441,6569.200000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,2.0,2.0,5.0,8.0,35.0,46.0,False,9.105090961257085,5225.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1812,1.0,8.0,20.0,11.0,29.0,56.0,False,9.392745258631441,2109.600000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1813,2.0,2.0,4.0,15.0,40.0,70.0,False,9.510519035757246,2214.2000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,2.0,3.0,5.0,9.0,35.0,60.0,True,9.510519035757246,2546.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1815,2.0,5.0,25.0,14.0,45.0,80.0,False,9.546884034617925,7601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1816,2.0,31.0,35.0,16.0,50.0,80.0,False,9.60245002503719,6481.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1817,2.0,7.0,23.0,15.0,50.0,86.0,False,10.028533041510352,2243.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,2.0,4.0,9.0,7.0,29.0,48.0,False,8.853808274977197,6348.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
