AdPrice,Adress,Center,District,Floor,Hospital,ID,Kindergarten,KitchenArea,LivingArea,Metro,OfferType,Price,Rate,Rooms,School,Street,TotalArea,TotalFloor,Walls,WaterHeatType
немає  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Печерський, ст.м. Печерська, Цитадельна вулиця",False,nan,4,False,15237724,False,nan,nan,nan,від посередника  ,23 500,nan,3,False,nan,135 м² ,5,цегла  ,False
немає  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Курська вулиця, буд. 13б",True,nan,4,True,15069602,True,10 м² ,25 м² ,nan,від посередника  ,12 500,nan,2,True,nan,60 м² ,10,цегла  ,True
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дніпровський, харьковское шоссе , буд. 15а",False,nan,8,False,15124782,False,nan,20 м² ,nan,від власника  ,9 000,nan,1,False,nan,35 м² ,17,монолітно-блоковий  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дарницький, Тростянецкая ул., 12",False,nan,7,False,15236425,False,8 м² ,nan,nan,від посередника  ,15 000,nan,3,False,nan,67 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Голосіївський, Конева Маршала ул., 1914",False,nan,15,False,14914713,False,nan,nan,nan,від посередника  ,28 000,nan,2,False,nan,70 м² ,22,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Багговутовская ул., 315А",False,nan,3,False,15237345,False,nan,nan,nan,від посередника  ,11 500,nan,2,False,nan,44 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Соломенський, Липковского Василия Митрополита ул.",False,nan,3,False,15237350,False,nan,nan,nan,від посередника  ,15 000,nan,2,False,nan,86 м² ,25,панель  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, ст.м. Університет, Бульварно-Кудрявская, буд. 31а",True,nan,2,False,15061728,False,14 м² ,51 м² ,nan,від посередника  ,25 000,nan,3,False,nan,86 м² ,5,цегла  ,True
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Шевченківський, Ярославов Вал ул.",False,nan,4,False,15237344,False,nan,nan,nan,від посередника  ,22 663,nan,2,False,nan,52 м² ,6,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, Здолбуновская ул.",False,nan,11,False,15237349,False,nan,nan,nan,від посередника  ,12 000,nan,2,False,nan,76 м² ,25,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дарницький, ст.м. Бориспільська, Світла вулиця, буд. 3д",False,nan,8,False,15237416,False,8 м² ,16 м² ,nan,від посередника  ,6 500,nan,1,False,nan,38 м² ,19,цегла  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, ст.м. Політехнічний інститут, Кирило-Мефодіївська вулиця, буд. 2",False,nan,21,False,15237385,False,14 м² ,67 м² ,nan,від посередника  ,28 000,nan,3,False,nan,98 м² ,25,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Олексія Давидова бульвар, буд. 2",False,nan,12,False,15132303,False,7 м² ,19 м² ,nan,від посередника  ,8 000,nan,1,False,nan,40 м² ,16,цегла  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, Сечевых Стрельцов ул., 40",False,nan,2,False,14915576,False,nan,nan,nan,від посередника  ,36 827,nan,3,False,nan,130 м² ,5,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Голосіївський, Голосеевский пр-т, 68",False,nan,5,False,15097055,False,nan,nan,nan,від посередника  ,25 000,nan,3,False,nan,121 м² ,17,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Артема пер.",False,nan,13,False,14915646,False,35 м² ,45 м² ,nan,від посередника  ,39 660,nan,2,False,nan,91 м² ,20,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Деснянський, Радунская ул., 218",False,nan,17,False,15237480,False,nan,nan,nan,від посередника  ,10 000,nan,1,False,nan,47 м² ,24,панель  ,False
nan,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Шевченківський, Победы пр-т, 22",False,nan,3,False,15237483,False,nan,nan,nan,від посередника  ,14 000,nan,3,False,nan,64 м² ,10,панель  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, Кудри Ивана ул., 7",False,nan,15,False,15237482,False,nan,nan,nan,від посередника  ,25 496,nan,2,False,nan,56 м² ,24,панель  ,False
nan,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Святошинський, Тепличная ул.,",False,nan,2,False,15237486,False,nan,nan,nan,від посередника  ,35 000,nan,4,False,nan,120 м² ,2,панель  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Подільський, Олександра Попова вулиця",False,nan,5,False,15237506,False,9 м² ,18 м² ,nan,від посередника  ,8 000,nan,1,False,nan,35 м² ,9,цегла  ,False
плата згідно з лічильниками  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Голосіївський, ст.м. Васильківська, конева маршала, буд. 10/1",False,nan,15,False,15237492,False,13 м² ,17 м² ,nan,від посередника  ,14 500,nan,1,False,nan,46 м² ,17,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Святошинський, Симиренка вулиця",False,nan,7,False,15237574,False,8 м² ,65 м² ,nan,від посередника  ,9 000,nan,3,False,nan,72 м² ,9,цегла  ,False
немає  ,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Голосіївський, Лабараторна вулиця",False,nan,3,False,15237590,False,nan,nan,nan,від посередника  ,19 500,nan,4,False,nan,160 м² ,9,цегла  ,False
nan,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Святошинський, Жмеринская ул.,",False,nan,6,False,15237597,False,nan,nan,nan,від посередника  ,7 300,nan,2,False,nan,40 м² ,9,панель  ,False
nan,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Святошинський, Клавдиевская ул.",False,nan,2,False,15237599,False,nan,nan,nan,від посередника  ,12 000,nan,1,False,nan,46 м² ,9,панель  ,False
немає  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Шевченківський, ст.м. Площа Льва Толстого, Басейна вулиця",False,nan,2,False,15057388,False,16 м² ,25 м² ,nan,від представника господаря (без комісійних)  ,22 663,nan,1,False,nan,52 м² ,5,цегла  ,False
немає  ,"Довгострокова оренда квартири, 4 кім., Київ, р‑н. Шевченківський, ст.м. Золоті ворота, Велика Житомирська вулиця, буд. 25/2",False,nan,5,False,15104999,False,18 м² ,100 м² ,nan,від представника господаря (без комісійних)  ,62 323,nan,4,False,nan,163 м² ,7,цегла  ,False
немає  ,"Довгострокова оренда квартири, 1 кім., Київ, р‑н. Подільський, ст.м. Сирець, Сергея Данченка , буд. 28 А",False,nan,2,False,15123545,False,10 м² ,18 м² ,nan,від посередника  ,9 000,nan,1,False,nan,42 м² ,17,цегла  ,False
плата згідно з лічильниками і за опалення  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Дарницький, ст.м. Харківська, Ревуцького вулиця, буд. 9",False,nan,14,False,15215244,False,19 м² ,29 м² ,nan,від представника господаря (без комісійних)  ,14 000,nan,2,False,nan,57 м² ,34,цегла  ,False
немає  ,"Довгострокова оренда квартири, 2 кім., Київ, р‑н. Печерський, ст.м. Печерська, Коновальца, буд. 44А",False,nan,17,False,14972092,False,15 м² ,55 м² ,nan,від представника господаря (без комісійних)  ,31 161,nan,2,False,nan,88 м² ,20,цегла  ,False
немає  ,"Довгострокова оренда квартири, 3 кім., Київ, р‑н. Дніпровський, ст.м. Лівобережна, Микільсько-Слобідська вулиця, буд. 2 б",False,nan,4,False,14948075,False,17 м² ,65 м² ,nan,від представника господаря (без комісійних)  ,20 000,nan,3,False,nan,100 м² ,10,цегла  ,False
